unit,vehicle,serial_no,description,axle_position,measure_date,pan_size,since
220030,60330,E9708.37,TRAILING WHEELSET B5005 A/B (ROT),4,03/04/2017,772.78,#N/A
220023,60723,M66060163,TRAILING WHEELSET B5005 A/B (ROT),1,21/09/2017,742.21,700653
220012,60312,M66060113,TRAILING WHEELSET B5005 A/B (ROT),4,07/09/2017,769.94,#N/A
220017,60217,M66060099,TRAILING WHEELSET B5005 A/B (ROT),1,24/03/2017,767.73,#N/A
220019,60419,E9379.05,TRAILING WHEELSET B5005 A/B (ROT),4,29/03/2017,749.54,653761
220011,60311,E9709.48,TRAILING WHEELSET B5005 A/B (ROT),4,19/08/2017,761.57,1045427
220010,60710,M66060108,TRAILING WHEELSET B5005 A/B (ROT),1,25/04/2017,770.23,#N/A
220034,60234,E9353.13G,TRAILING WHEELSET B5005 A/B (ROT),4,12/05/2017,766.06,#N/A
220014,60714,M66060200G,TRAILING WHEELSET B5005 A/B (ROT),4,04/01/2017,768.44,#N/A
220018,60318,M66060187,TRAILING WHEELSET B5005 A/B (ROT),4,22/11/2016,768.49,504857
220020,60220,M66060138R,TRAILING WHEELSET B5005 A/B (ROT),4,25/09/2017,769.85,1066128
220015,60715,M66060136,TRAILING WHEELSET B5005 A/B (ROT),1,09/11/2017,771.55,#N/A
220022,60222,M66060105,TRAILING WHEELSET B5005 A/B (ROT),1,25/05/2017,770.23,#N/A
220007,60707,M66060083,TRAILING WHEELSET B5005 A/B (ROT),1,30/09/2017,746.3,#N/A
220034,60334,M66060046,TRAILING WHEELSET B5005 A/B (ROT),4,26/06/2017,729.05,1019772
220013,60713,M66060119G,TRAILING WHEELSET B5005 A/B (ROT),1,30/05/2017,770.65,#N/A
220030,60230,M66060112,TRAILING WHEELSET B5005 A/B (ROT),1,01/06/2017,772.13,#N/A
220005,60405,E9379.48,TRAILING WHEELSET B5005 A/B (ROT),4,20/06/2017,768.62,#N/A
220034,60434,E9708.74,TRAILING WHEELSET B5005 A/B (ROT),4,14/07/2017,750.57,554021
220015,60215,E9353.04,TRAILING WHEELSET B5005 A/B (ROT),1,09/11/2017,768.46,#N/A
220007,60207,M66060196G,TRAILING WHEELSET B5005 A/B (ROT),4,21/08/2016,769.31,#N/A
220026,60326,M66060149,TRAILING WHEELSET B5005 A/B (ROT),4,20/09/2017,733.58,#N/A
220010,60410,E9709.54,TRAILING WHEELSET B5005 A/B (ROT),4,24/07/2017,735.37,1150717
220017,60417,M66060203G,TRAILING WHEELSET B5005 A/B (ROT),4,23/03/2017,768.44,#N/A
220019,60719,E9379.62,TRAILING WHEELSET B5005 A/B (ROT),4,29/05/2017,742.5,653761
220029,60429,E2445.09,TRAILING LGUARDWHEELSET B5005  (ROT),1,01/09/2017,746.72,#N/A
220006,60406,E9726.06,TRAILING LGUARDWHEELSET B5005  (ROT),1,10/08/2017,758.9,#N/A
220014,60314,E9709.36,TRAILING LGUARDWHEELSET B5005  (ROT),1,09/07/2017,754.15,550656
220011,60411,M66060180,TRAILING LGUARDWHEELSET B5005  (ROT),1,18/05/2017,742.11,571429
220007,60307,M66060197G,TRAILING LGUARDWHEELSET B5005  (ROT),1,01/08/2017,746.98,#N/A
220001,60401,M66060009G,TRAILING LGUARDWHEELSET B5005  (ROT),1,24/05/2017,767.2,#N/A
220016,60416,E9353.18,TRAILING LGUARDWHEELSET B5005  (ROT),1,02/06/2017,762.91,#N/A
220020,60320,E9379.34,TRAILING LGUARDWHEELSET B5005  (ROT),1,02/11/2017,768.68,97169
220018,60318,M66060159,TRAILING LGUARDWHEELSET B5005  (ROT),1,14/08/2017,780.63,71438
220003,60203,E9379.02,TRAILING WHEELSET B5005 A/B (ROT),1,07/08/2016,758.01,654216
220026,60326,M66060227G,TRAILING LGUARDWHEELSET B5005  (ROT),1,12/06/2017,770,#N/A
220011,60311,M66060141,TRAILING LGUARDWHEELSET B5005  (ROT),1,08/08/2017,730.58,1038855
